pointid,Project,SurveyCode,Block,Year,Latitude,Longitude,Road1000,Road300,Elev300,Elev1000,Temp,Precip,Dist_max,Survey_radius,Time_dur,Fire10yr,surveyid,maxd,nbreaks,obsexp,obs_firstyr
ORBBS_602_8,ORBBS,ORBBS_602_82001,602,2001,1245734,230559,1,0,508,474,10.625,30.138,125,125,5,0,1,125,9,0,1
ORBBS_602_8,ORBBS,ORBBS_602_82002,602,2002,1245734,230559,1,0,508,474,10.625,30.138,125,125,8,0,2,125,9,4.43,0
ORBBS_602_8,ORBBS,ORBBS_602_82004,602,2004,1245734,230559,1,0,508,474,10.625,30.138,125,125,10,0,3,125,9,6.61,0
ORBBS_602_8,ORBBS,ORBBS_602_82006,602,2006,1245734,230559,1,0,508,474,10.625,30.138,125,125,5,0,4,125,9,6.71,0
ORBBS_602_8,ORBBS,ORBBS_602_82008,602,2008,1245734,230559,1,0,508,474,10.625,30.138,125,125,10,0,5,125,9,6.76,0
ORBBS_602_8,ORBBS,ORBBS_602_82010,602,2010,1245734,230559,1,0,508,474,10.625,30.138,125,125,10,0,6,125,9,6.87,0
ORBBS_602_8,ORBBS,ORBBS_602_82012,602,2012,1245734,230559,1,0,508,474,10.625,30.138,125,125,10,0,7,125,9,6.94,0
ORBBS_602_8,ORBBS,ORBBS_602_82013,602,2013,1245734,230559,1,0,508,474,10.625,30.138,125,125,10,0,8,125,9,6.99,0
ORBBS_602_8,ORBBS,ORBBS_602_82014,602,2014,1245734,230559,1,0,508,474,10.625,30.138,125,125,10,0,9,125,9,7.03,0
ORBBS_602_8,ORBBS,ORBBS_602_82016,602,2016,1245734,230559,1,0,508,474,10.625,30.138,125,125,10,0,10,125,9,6.23,0
ORBBS_602_8,ORBBS,ORBBS_602_82018,602,2018,1245734,230559,1,0,508,474,10.625,30.138,125,125,10,0,11,125,9,7.1,0
ORBBS_602_8,ORBBS,ORBBS_602_82020,602,2020,1245734,230559,1,0,508,474,10.625,30.138,125,125,10,0,12,125,9,7.16,0
ORBBS_602_8,ORBBS,ORBBS_602_81996,602,1996,1245734,230559,1,0,508,474,10.625,30.138,50,50,5,0,13,50,4,5.7025,0
ORBBS_602_8,ORBBS,ORBBS_602_81995,602,1995,1245734,230559,1,0,508,474,10.625,30.138,50,50,5,0,14,50,4,4.42,1
ORBBS_602_8,ORBBS,ORBBS_602_81994,602,1994,1245734,230559,1,0,508,474,10.625,30.138,50,50,5,0,15,50,4,4.226666667,1
ORBBS_602_8,ORBBS,ORBBS_602_81999,602,1999,1245734,230559,1,0,508,474,10.625,30.138,50,50,10,0,16,50,4,6.25,0
ORBBS_602_8,ORBBS,ORBBS_602_81993,602,1993,1245734,230559,1,0,508,474,10.625,30.138,50,50,5,0,17,50,4,0,1
ORBBS_602_8,ORBBS,ORBBS_602_82000,602,2000,1245734,230559,1,0,508,474,10.625,30.138,50,50,5,0,18,50,4,6.5,0
ORBBS_602_8,ORBBS,ORBBS_602_81997,602,1997,1245734,230559,1,0,508,474,10.625,30.138,50,50,5,0,19,50,4,6.15,0
ORBBS_602_8,ORBBS,ORBBS_602_81998,602,1998,1245734,230559,1,0,508,474,10.625,30.138,50,50,5,0,20,50,4,3.16,1
ORBBS_602_7,ORBBS,ORBBS_602_72001,602,2001,1246028,230568,1,0,482,455,10.625,30.138,125,125,5,0,21,125,9,0,1
ORBBS_602_7,ORBBS,ORBBS_602_72002,602,2002,1246028,230568,1,0,482,455,10.625,30.138,125,125,8,0,22,125,9,4.43,0
ORBBS_602_7,ORBBS,ORBBS_602_72004,602,2004,1246028,230568,1,0,482,455,10.625,30.138,125,125,10,0,23,125,9,6.61,0
ORBBS_602_7,ORBBS,ORBBS_602_72006,602,2006,1246028,230568,1,0,482,455,10.625,30.138,125,125,5,0,24,125,9,6.71,0
ORBBS_602_7,ORBBS,ORBBS_602_72008,602,2008,1246028,230568,1,0,482,455,10.625,30.138,125,125,10,0,25,125,9,6.76,0
ORBBS_602_7,ORBBS,ORBBS_602_72010,602,2010,1246028,230568,1,0,482,455,10.625,30.138,125,125,10,0,26,125,9,6.87,0
ORBBS_602_7,ORBBS,ORBBS_602_72012,602,2012,1246028,230568,1,0,482,455,10.625,30.138,125,125,10,0,27,125,9,6.94,0
ORBBS_602_7,ORBBS,ORBBS_602_72013,602,2013,1246028,230568,1,0,482,455,10.625,30.138,125,125,10,0,28,125,9,6.99,0
ORBBS_602_7,ORBBS,ORBBS_602_72014,602,2014,1246028,230568,1,0,482,455,10.625,30.138,125,125,10,0,29,125,9,7.03,0
ORBBS_602_7,ORBBS,ORBBS_602_72016,602,2016,1246028,230568,1,0,482,455,10.625,30.138,125,125,10,0,30,125,9,6.23,0
ORBBS_602_7,ORBBS,ORBBS_602_72018,602,2018,1246028,230568,1,0,482,455,10.625,30.138,125,125,10,0,31,125,9,7.1,0
ORBBS_602_7,ORBBS,ORBBS_602_72020,602,2020,1246028,230568,1,0,482,455,10.625,30.138,125,125,10,0,32,125,9,7.16,0
ORBBS_602_7,ORBBS,ORBBS_602_71996,602,1996,1246028,230568,1,0,482,455,10.625,30.138,50,50,5,0,33,50,4,5.7025,0
ORBBS_602_7,ORBBS,ORBBS_602_71995,602,1995,1246028,230568,1,0,482,455,10.625,30.138,50,50,5,0,34,50,4,4.42,1
ORBBS_602_7,ORBBS,ORBBS_602_71994,602,1994,1246028,230568,1,0,482,455,10.625,30.138,50,50,5,0,35,50,4,4.226666667,1
ORBBS_602_7,ORBBS,ORBBS_602_71999,602,1999,1246028,230568,1,0,482,455,10.625,30.138,50,50,5,0,36,50,4,6.25,0
ORBBS_602_7,ORBBS,ORBBS_602_71993,602,1993,1246028,230568,1,0,482,455,10.625,30.138,50,50,5,0,37,50,4,0,1
ORBBS_602_7,ORBBS,ORBBS_602_71997,602,1997,1246028,230568,1,0,482,455,10.625,30.138,50,50,5,0,38,50,4,6.15,0
ORBBS_602_7,ORBBS,ORBBS_602_72000,602,2000,1246028,230568,1,0,482,455,10.625,30.138,50,50,5,0,39,50,4,6.5,0
ORBBS_602_7,ORBBS,ORBBS_602_71998,602,1998,1246028,230568,1,0,482,455,10.625,30.138,50,50,5,0,40,50,4,3.16,1
ORBBS_602_9,ORBBS,ORBBS_602_92001,602,2001,1246252,230391,1,0,466,427,11.23,27.9,125,125,5,0,41,125,9,0,1
ORBBS_602_9,ORBBS,ORBBS_602_92002,602,2002,1246252,230391,1,0,466,427,11.23,27.9,125,125,8,0,42,125,9,4.43,0
ORBBS_602_9,ORBBS,ORBBS_602_92004,602,2004,1246252,230391,1,0,466,427,11.23,27.9,125,125,10,0,43,125,9,6.61,0
ORBBS_602_9,ORBBS,ORBBS_602_92006,602,2006,1246252,230391,1,0,466,427,11.23,27.9,125,125,5,0,44,125,9,6.71,0
ORBBS_602_9,ORBBS,ORBBS_602_92008,602,2008,1246252,230391,1,0,466,427,11.23,27.9,125,125,10,0,45,125,9,6.76,0
ORBBS_602_9,ORBBS,ORBBS_602_92010,602,2010,1246252,230391,1,0,466,427,11.23,27.9,125,125,10,0,46,125,9,6.87,0
ORBBS_602_9,ORBBS,ORBBS_602_92012,602,2012,1246252,230391,1,0,466,427,11.23,27.9,125,125,10,0,47,125,9,6.94,0
ORBBS_602_9,ORBBS,ORBBS_602_92013,602,2013,1246252,230391,1,0,466,427,11.23,27.9,125,125,10,0,48,125,9,6.99,0
ORBBS_602_9,ORBBS,ORBBS_602_92014,602,2014,1246252,230391,1,0,466,427,11.23,27.9,125,125,10,0,49,125,9,7.03,0
ORBBS_602_9,ORBBS,ORBBS_602_92016,602,2016,1246252,230391,1,0,466,427,11.23,27.9,125,125,10,0,50,125,9,6.23,0
ORBBS_602_9,ORBBS,ORBBS_602_92018,602,2018,1246252,230391,1,0,466,427,11.23,27.9,125,125,10,0,51,125,9,7.1,0
ORBBS_602_9,ORBBS,ORBBS_602_92020,602,2020,1246252,230391,1,0,466,427,11.23,27.9,125,125,10,0,52,125,9,7.16,0
ORBBS_602_9,ORBBS,ORBBS_602_91996,602,1996,1246252,230391,1,0,466,427,11.23,27.9,50,50,5,0,53,50,4,5.7025,0
ORBBS_602_9,ORBBS,ORBBS_602_91995,602,1995,1246252,230391,1,0,466,427,11.23,27.9,50,50,5,0,54,50,4,4.42,1
ORBBS_602_9,ORBBS,ORBBS_602_91994,602,1994,1246252,230391,1,0,466,427,11.23,27.9,50,50,5,0,55,50,4,4.226666667,1
ORBBS_602_9,ORBBS,ORBBS_602_91999,602,1999,1246252,230391,1,0,466,427,11.23,27.9,50,50,5,0,56,50,4,6.25,0
ORBBS_602_9,ORBBS,ORBBS_602_91993,602,1993,1246252,230391,1,0,466,427,11.23,27.9,50,50,5,0,57,50,4,0,1
ORBBS_602_9,ORBBS,ORBBS_602_92000,602,2000,1246252,230391,1,0,466,427,11.23,27.9,50,50,5,0,58,50,4,6.5,0
ORBBS_602_9,ORBBS,ORBBS_602_91997,602,1997,1246252,230391,1,0,466,427,11.23,27.9,50,50,5,0,59,50,4,6.15,0
ORBBS_602_9,ORBBS,ORBBS_602_91998,602,1998,1246252,230391,1,0,466,427,11.23,27.9,50,50,5,0,60,50,4,3.16,1
ORBBS_602_6,ORBBS,ORBBS_602_62001,602,2001,1246290,230658,1,0,448,438,11.33,29.174,125,125,5,0,61,125,9,0,1
ORBBS_602_6,ORBBS,ORBBS_602_62002,602,2002,1246290,230658,1,0,448,438,11.33,29.174,125,125,8,0,62,125,9,4.43,0
ORBBS_602_6,ORBBS,ORBBS_602_62004,602,2004,1246290,230658,1,0,448,438,11.33,29.174,125,125,10,0,63,125,9,6.61,0
ORBBS_602_6,ORBBS,ORBBS_602_62006,602,2006,1246290,230658,1,0,448,438,11.33,29.174,125,125,5,0,64,125,9,6.71,0
ORBBS_602_6,ORBBS,ORBBS_602_62008,602,2008,1246290,230658,1,0,448,438,11.33,29.174,125,125,10,0,65,125,9,6.76,0
ORBBS_602_6,ORBBS,ORBBS_602_62010,602,2010,1246290,230658,1,0,448,438,11.33,29.174,125,125,10,0,66,125,9,6.87,0
ORBBS_602_6,ORBBS,ORBBS_602_62012,602,2012,1246290,230658,1,0,448,438,11.33,29.174,125,125,10,0,67,125,9,6.94,0
ORBBS_602_6,ORBBS,ORBBS_602_62013,602,2013,1246290,230658,1,0,448,438,11.33,29.174,125,125,10,0,68,125,9,6.99,0
ORBBS_602_6,ORBBS,ORBBS_602_62014,602,2014,1246290,230658,1,0,448,438,11.33,29.174,125,125,10,0,69,125,9,7.03,0
ORBBS_602_6,ORBBS,ORBBS_602_62016,602,2016,1246290,230658,1,0,448,438,11.33,29.174,125,125,10,0,70,125,9,6.23,0
ORBBS_602_6,ORBBS,ORBBS_602_62018,602,2018,1246290,230658,1,0,448,438,11.33,29.174,125,125,10,0,71,125,9,7.1,0
ORBBS_602_6,ORBBS,ORBBS_602_62020,602,2020,1246290,230658,1,0,448,438,11.33,29.174,125,125,10,0,72,125,9,7.16,0
ORBBS_602_6,ORBBS,ORBBS_602_61995,602,1995,1246290,230658,1,0,448,438,11.33,29.174,50,50,5,0,73,50,4,4.42,1
ORBBS_602_6,ORBBS,ORBBS_602_61996,602,1996,1246290,230658,1,0,448,438,11.33,29.174,50,50,5,0,74,50,4,5.7025,0
ORBBS_602_6,ORBBS,ORBBS_602_61994,602,1994,1246290,230658,1,0,448,438,11.33,29.174,50,50,5,0,75,50,4,4.226666667,1
ORBBS_602_6,ORBBS,ORBBS_602_61999,602,1999,1246290,230658,1,0,448,438,11.33,29.174,50,50,5,0,76,50,4,6.25,0
ORBBS_602_6,ORBBS,ORBBS_602_61997,602,1997,1246290,230658,1,0,448,438,11.33,29.174,50,50,5,0,77,50,4,6.15,0
ORBBS_602_6,ORBBS,ORBBS_602_61993,602,1993,1246290,230658,1,0,448,438,11.33,29.174,50,50,5,0,78,50,4,0,1
ORBBS_602_6,ORBBS,ORBBS_602_62000,602,2000,1246290,230658,1,0,448,438,11.33,29.174,50,50,5,0,79,50,4,6.5,0
ORBBS_602_6,ORBBS,ORBBS_602_61998,602,1998,1246290,230658,1,0,448,438,11.33,29.174,50,50,5,0,80,50,4,3.16,1
ORBBS_602_10,ORBBS,ORBBS_602_102001,602,2001,1246565,230271,1,0,429,393,11.23,27.9,125,125,5,0,81,125,9,0,1
ORBBS_602_10,ORBBS,ORBBS_602_102002,602,2002,1246565,230271,1,0,429,393,11.23,27.9,125,125,8,0,82,125,9,4.43,0
ORBBS_602_10,ORBBS,ORBBS_602_102004,602,2004,1246565,230271,1,0,429,393,11.23,27.9,125,125,10,0,83,125,9,6.61,0
ORBBS_602_10,ORBBS,ORBBS_602_102006,602,2006,1246565,230271,1,0,429,393,11.23,27.9,125,125,5,0,84,125,9,6.71,0
ORBBS_602_10,ORBBS,ORBBS_602_102008,602,2008,1246565,230271,1,0,429,393,11.23,27.9,125,125,10,0,85,125,9,6.76,0
ORBBS_602_10,ORBBS,ORBBS_602_102010,602,2010,1246565,230271,1,0,429,393,11.23,27.9,125,125,10,0,86,125,9,6.87,0
ORBBS_602_10,ORBBS,ORBBS_602_102012,602,2012,1246565,230271,1,0,429,393,11.23,27.9,125,125,10,0,87,125,9,6.94,0
ORBBS_602_10,ORBBS,ORBBS_602_102013,602,2013,1246565,230271,1,0,429,393,11.23,27.9,125,125,10,0,88,125,9,6.99,0
ORBBS_602_10,ORBBS,ORBBS_602_102014,602,2014,1246565,230271,1,0,429,393,11.23,27.9,125,125,10,0,89,125,9,7.03,0
ORBBS_602_10,ORBBS,ORBBS_602_102016,602,2016,1246565,230271,1,0,429,393,11.23,27.9,125,125,10,0,90,125,9,6.23,0
ORBBS_602_10,ORBBS,ORBBS_602_102018,602,2018,1246565,230271,1,0,429,393,11.23,27.9,125,125,10,0,91,125,9,7.1,0
ORBBS_602_10,ORBBS,ORBBS_602_102020,602,2020,1246565,230271,1,0,429,393,11.23,27.9,125,125,10,0,92,125,9,7.16,0
ORBBS_602_10,ORBBS,ORBBS_602_101996,602,1996,1246565,230271,1,0,429,393,11.23,27.9,50,50,5,0,93,50,4,5.7025,0
ORBBS_602_10,ORBBS,ORBBS_602_101995,602,1995,1246565,230271,1,0,429,393,11.23,27.9,50,50,5,0,94,50,4,4.42,1
ORBBS_602_10,ORBBS,ORBBS_602_101994,602,1994,1246565,230271,1,0,429,393,11.23,27.9,50,50,5,0,95,50,4,4.226666667,1
ORBBS_602_10,ORBBS,ORBBS_602_101999,602,1999,1246565,230271,1,0,429,393,11.23,27.9,50,50,5,0,96,50,4,6.25,0
ORBBS_602_10,ORBBS,ORBBS_602_101993,602,1993,1246565,230271,1,0,429,393,11.23,27.9,50,50,5,0,97,50,4,0,1
ORBBS_602_10,ORBBS,ORBBS_602_102000,602,2000,1246565,230271,1,0,429,393,11.23,27.9,50,50,5,0,98,50,4,6.5,0
ORBBS_602_10,ORBBS,ORBBS_602_101997,602,1997,1246565,230271,1,0,429,393,11.23,27.9,50,50,5,0,99,50,4,6.15,0
ORBBS_602_10,ORBBS,ORBBS_602_101998,602,1998,1246565,230271,1,0,429,393,11.23,27.9,50,50,5,0,100,50,4,3.16,1
ORBBS_602_5,ORBBS,ORBBS_602_52001,602,2001,1246589,230524,1,0,429,406,11.33,29.174,125,125,5,0,101,125,9,0,1
ORBBS_602_5,ORBBS,ORBBS_602_52002,602,2002,1246589,230524,1,0,429,406,11.33,29.174,125,125,8,0,102,125,9,4.43,0
ORBBS_602_5,ORBBS,ORBBS_602_52004,602,2004,1246589,230524,1,0,429,406,11.33,29.174,125,125,10,0,103,125,9,6.61,0
ORBBS_602_5,ORBBS,ORBBS_602_52006,602,2006,1246589,230524,1,0,429,406,11.33,29.174,125,125,5,0,104,125,9,6.71,0
ORBBS_602_5,ORBBS,ORBBS_602_52008,602,2008,1246589,230524,1,0,429,406,11.33,29.174,125,125,10,0,105,125,9,6.76,0
ORBBS_602_5,ORBBS,ORBBS_602_52010,602,2010,1246589,230524,1,0,429,406,11.33,29.174,125,125,10,0,106,125,9,6.87,0
ORBBS_602_5,ORBBS,ORBBS_602_52012,602,2012,1246589,230524,1,0,429,406,11.33,29.174,125,125,10,0,107,125,9,6.94,0
ORBBS_602_5,ORBBS,ORBBS_602_52013,602,2013,1246589,230524,1,0,429,406,11.33,29.174,125,125,10,0,108,125,9,6.99,0
ORBBS_602_5,ORBBS,ORBBS_602_52014,602,2014,1246589,230524,1,0,429,406,11.33,29.174,125,125,10,0,109,125,9,7.03,0
ORBBS_602_5,ORBBS,ORBBS_602_52016,602,2016,1246589,230524,1,0,429,406,11.33,29.174,125,125,10,0,110,125,9,6.23,0
ORBBS_602_5,ORBBS,ORBBS_602_52018,602,2018,1246589,230524,1,0,429,406,11.33,29.174,125,125,10,0,111,125,9,7.1,0
ORBBS_602_5,ORBBS,ORBBS_602_52020,602,2020,1246589,230524,1,0,429,406,11.33,29.174,125,125,10,0,112,125,9,7.16,0
ORBBS_602_5,ORBBS,ORBBS_602_51996,602,1996,1246589,230524,1,0,429,406,11.33,29.174,50,50,5,0,113,50,4,5.7025,0
ORBBS_602_5,ORBBS,ORBBS_602_51995,602,1995,1246589,230524,1,0,429,406,11.33,29.174,50,50,5,0,114,50,4,4.42,1
ORBBS_602_5,ORBBS,ORBBS_602_51994,602,1994,1246589,230524,1,0,429,406,11.33,29.174,50,50,5,0,115,50,4,4.226666667,1
ORBBS_602_5,ORBBS,ORBBS_602_51999,602,1999,1246589,230524,1,0,429,406,11.33,29.174,50,50,5,0,116,50,4,6.25,0
ORBBS_602_5,ORBBS,ORBBS_602_51997,602,1997,1246589,230524,1,0,429,406,11.33,29.174,50,50,5,0,117,50,4,6.15,0
ORBBS_602_5,ORBBS,ORBBS_602_52000,602,2000,1246589,230524,1,0,429,406,11.33,29.174,50,50,5,0,118,50,4,6.5,0
ORBBS_602_5,ORBBS,ORBBS_602_51993,602,1993,1246589,230524,1,0,429,406,11.33,29.174,50,50,5,0,119,50,4,0,1
ORBBS_602_5,ORBBS,ORBBS_602_51998,602,1998,1246589,230524,1,0,429,406,11.33,29.174,50,50,5,0,120,50,4,3.16,1
ORBBS_602_11,ORBBS,ORBBS_602_112001,602,2001,1246779,230204,1,0,393,372,11.23,27.9,125,125,5,0,121,125,9,0,1
ORBBS_602_11,ORBBS,ORBBS_602_112002,602,2002,1246779,230204,1,0,393,372,11.23,27.9,125,125,8,0,122,125,9,4.43,0
ORBBS_602_11,ORBBS,ORBBS_602_112004,602,2004,1246779,230204,1,0,393,372,11.23,27.9,125,125,10,0,123,125,9,6.61,0
ORBBS_602_11,ORBBS,ORBBS_602_112006,602,2006,1246779,230204,1,0,393,372,11.23,27.9,125,125,5,0,124,125,9,6.71,0
ORBBS_602_11,ORBBS,ORBBS_602_112008,602,2008,1246779,230204,1,0,393,372,11.23,27.9,125,125,10,0,125,125,9,6.76,0
ORBBS_602_11,ORBBS,ORBBS_602_112010,602,2010,1246779,230204,1,0,393,372,11.23,27.9,125,125,10,0,126,125,9,6.87,0
ORBBS_602_11,ORBBS,ORBBS_602_112012,602,2012,1246779,230204,1,0,393,372,11.23,27.9,125,125,10,0,127,125,9,6.94,0
ORBBS_602_11,ORBBS,ORBBS_602_112013,602,2013,1246779,230204,1,0,393,372,11.23,27.9,125,125,10,0,128,125,9,6.99,0
ORBBS_602_11,ORBBS,ORBBS_602_112014,602,2014,1246779,230204,1,0,393,372,11.23,27.9,125,125,10,0,129,125,9,7.03,0
ORBBS_602_11,ORBBS,ORBBS_602_112016,602,2016,1246779,230204,1,0,393,372,11.23,27.9,125,125,10,0,130,125,9,6.23,0
ORBBS_602_11,ORBBS,ORBBS_602_112018,602,2018,1246779,230204,1,0,393,372,11.23,27.9,125,125,10,0,131,125,9,7.1,0
ORBBS_602_11,ORBBS,ORBBS_602_112020,602,2020,1246779,230204,1,0,393,372,11.23,27.9,125,125,10,0,132,125,9,7.16,0
ORBBS_602_11,ORBBS,ORBBS_602_111996,602,1996,1246779,230204,1,0,393,372,11.23,27.9,50,50,5,0,133,50,4,5.7025,0
ORBBS_602_11,ORBBS,ORBBS_602_111995,602,1995,1246779,230204,1,0,393,372,11.23,27.9,50,50,5,0,134,50,4,4.42,1
ORBBS_602_11,ORBBS,ORBBS_602_111994,602,1994,1246779,230204,1,0,393,372,11.23,27.9,50,50,5,0,135,50,4,4.226666667,1
ORBBS_602_11,ORBBS,ORBBS_602_111999,602,1999,1246779,230204,1,0,393,372,11.23,27.9,50,50,5,0,136,50,4,6.25,0
ORBBS_602_11,ORBBS,ORBBS_602_111993,602,1993,1246779,230204,1,0,393,372,11.23,27.9,50,50,5,0,137,50,4,0,1
ORBBS_602_11,ORBBS,ORBBS_602_112000,602,2000,1246779,230204,1,0,393,372,11.23,27.9,50,50,5,0,138,50,4,6.5,0
ORBBS_602_11,ORBBS,ORBBS_602_111997,602,1997,1246779,230204,1,0,393,372,11.23,27.9,50,50,5,0,139,50,4,6.15,0
ORBBS_602_11,ORBBS,ORBBS_602_111998,602,1998,1246779,230204,1,0,393,372,11.23,27.9,50,50,5,0,140,50,4,3.16,1
ORBBS_602_4,ORBBS,ORBBS_602_42001,602,2001,1246877,230510,1,0,395,383,11.33,29.174,125,125,5,0,141,125,9,0,1
ORBBS_602_4,ORBBS,ORBBS_602_42002,602,2002,1246877,230510,1,0,395,383,11.33,29.174,125,125,8,0,142,125,9,4.43,0
ORBBS_602_4,ORBBS,ORBBS_602_42004,602,2004,1246877,230510,1,0,395,383,11.33,29.174,125,125,10,0,143,125,9,6.61,0
ORBBS_602_4,ORBBS,ORBBS_602_42006,602,2006,1246877,230510,1,0,395,383,11.33,29.174,125,125,5,0,144,125,9,6.71,0
ORBBS_602_4,ORBBS,ORBBS_602_42008,602,2008,1246877,230510,1,0,395,383,11.33,29.174,125,125,10,0,145,125,9,6.76,0
ORBBS_602_4,ORBBS,ORBBS_602_42010,602,2010,1246877,230510,1,0,395,383,11.33,29.174,125,125,10,0,146,125,9,6.87,0
ORBBS_602_4,ORBBS,ORBBS_602_42012,602,2012,1246877,230510,1,0,395,383,11.33,29.174,125,125,10,0,147,125,9,6.94,0
ORBBS_602_4,ORBBS,ORBBS_602_42013,602,2013,1246877,230510,1,0,395,383,11.33,29.174,125,125,10,0,148,125,9,6.99,0
ORBBS_602_4,ORBBS,ORBBS_602_42014,602,2014,1246877,230510,1,0,395,383,11.33,29.174,125,125,10,0,149,125,9,7.03,0
ORBBS_602_4,ORBBS,ORBBS_602_42016,602,2016,1246877,230510,1,0,395,383,11.33,29.174,125,125,10,0,150,125,9,6.23,0
ORBBS_602_4,ORBBS,ORBBS_602_42018,602,2018,1246877,230510,1,0,395,383,11.33,29.174,125,125,10,0,151,125,9,7.1,0
ORBBS_602_4,ORBBS,ORBBS_602_42020,602,2020,1246877,230510,1,0,395,383,11.33,29.174,125,125,10,0,152,125,9,7.16,0
ORBBS_602_4,ORBBS,ORBBS_602_41996,602,1996,1246877,230510,1,0,395,383,11.33,29.174,50,50,5,0,153,50,4,5.7025,0
ORBBS_602_4,ORBBS,ORBBS_602_41995,602,1995,1246877,230510,1,0,395,383,11.33,29.174,50,50,5,0,154,50,4,4.42,1
ORBBS_602_4,ORBBS,ORBBS_602_41994,602,1994,1246877,230510,1,0,395,383,11.33,29.174,50,50,5,0,155,50,4,4.226666667,1
ORBBS_602_4,ORBBS,ORBBS_602_41999,602,1999,1246877,230510,1,0,395,383,11.33,29.174,50,50,5,0,156,50,4,6.25,0
ORBBS_602_4,ORBBS,ORBBS_602_41997,602,1997,1246877,230510,1,0,395,383,11.33,29.174,50,50,5,0,157,50,4,6.15,0
ORBBS_602_4,ORBBS,ORBBS_602_41998,602,1998,1246877,230510,1,0,395,383,11.33,29.174,50,50,5,0,158,50,4,3.16,1
ORBBS_602_4,ORBBS,ORBBS_602_41993,602,1993,1246877,230510,1,0,395,383,11.33,29.174,50,50,5,0,159,50,4,0,1
ORBBS_602_4,ORBBS,ORBBS_602_42000,602,2000,1246877,230510,1,0,395,383,11.33,29.174,50,50,5,0,160,50,4,6.5,0
ORBBS_613_10,ORBBS,ORBBS_613_102001,613,2001,1246928,213288,1,0,97,70,12.9295,28.975,125,125,5,0,161,125,9,0,1
ORBBS_613_10,ORBBS,ORBBS_613_102002,613,2002,1246928,213288,1,0,97,70,12.9295,28.975,125,125,8,0,162,125,9,4.43,0
ORBBS_613_10,ORBBS,ORBBS_613_102006,613,2006,1246928,213288,1,0,97,70,12.9295,28.975,125,125,5,0,163,125,9,0,1
ORBBS_613_10,ORBBS,ORBBS_613_102008,613,2008,1246928,213288,1,0,97,70,12.9295,28.975,125,125,10,0,164,125,9,4.29,0
ORBBS_613_10,ORBBS,ORBBS_613_102009,613,2009,1246928,213288,1,0,97,70,12.9295,28.975,125,125,10,0,165,125,9,6.83,0
ORBBS_613_10,ORBBS,ORBBS_613_102010,613,2010,1246928,213288,1,0,97,70,12.9295,28.975,125,125,10,0,166,125,9,4.89,0
ORBBS_613_10,ORBBS,ORBBS_613_102011,613,2011,1246928,213288,1,0,97,70,12.9295,28.975,125,125,10,0,167,125,9,5.33,0
ORBBS_613_10,ORBBS,ORBBS_613_102013,613,2013,1246928,213288,1,0,97,70,12.9295,28.975,125,125,10,0,168,125,9,5.76,0
ORBBS_613_10,ORBBS,ORBBS_613_102015,613,2015,1246928,213288,1,0,97,70,12.9295,28.975,125,125,10,0,169,125,9,6.1,0
ORBBS_613_10,ORBBS,ORBBS_613_102016,613,2016,1246928,213288,1,0,97,70,12.9295,28.975,125,125,10,0,170,125,9,6.23,0
ORBBS_613_10,ORBBS,ORBBS_613_102018,613,2018,1246928,213288,1,0,97,70,12.9295,28.975,125,125,10,0,171,125,9,6.45,0
ORBBS_613_10,ORBBS,ORBBS_613_102020,613,2020,1246928,213288,1,0,97,70,12.9295,28.975,125,125,10,0,172,125,9,6.61,0
ORBBS_613_10,ORBBS,ORBBS_613_102000,613,2000,1246928,213288,1,0,97,70,12.9295,28.975,50,50,5,0,173,50,4,3.22,0
ORBBS_613_10,ORBBS,ORBBS_613_101994,613,1994,1246928,213288,1,0,97,70,12.9295,28.975,50,50,5,0,174,50,4,4.69,0
ORBBS_613_10,ORBBS,ORBBS_613_101996,613,1996,1246928,213288,1,0,97,70,12.9295,28.975,50,50,5,0,175,50,4,5.67,0
ORBBS_613_10,ORBBS,ORBBS_613_101995,613,1995,1246928,213288,1,0,97,70,12.9295,28.975,50,50,10,0,176,50,4,4.98,0
ORBBS_613_10,ORBBS,ORBBS_613_101999,613,1999,1246928,213288,1,0,97,70,12.9295,28.975,50,50,5,0,177,50,4,6.25,0
ORBBS_613_10,ORBBS,ORBBS_613_101993,613,1993,1246928,213288,1,0,97,70,12.9295,28.975,50,50,10,0,178,50,4,0,1
ORBBS_613_10,ORBBS,ORBBS_613_101997,613,1997,1246928,213288,1,0,97,70,12.9295,28.975,50,50,5,0,179,50,4,6.15,0
ORBBS_613_10,ORBBS,ORBBS_613_101998,613,1998,1246928,213288,1,0,97,70,12.9295,28.975,50,50,5,0,180,50,4,6.32,0
ORBBS_613_11,ORBBS,ORBBS_613_112001,613,2001,1247059,213452,1,0,97,76,12.885,29.215,125,125,5,0,181,125,9,0,1
ORBBS_613_11,ORBBS,ORBBS_613_112002,613,2002,1247059,213452,1,0,97,76,12.885,29.215,125,125,8,0,182,125,9,4.43,0
ORBBS_613_11,ORBBS,ORBBS_613_112006,613,2006,1247059,213452,1,0,97,76,12.885,29.215,125,125,5,0,183,125,9,0,1
ORBBS_613_11,ORBBS,ORBBS_613_112008,613,2008,1247059,213452,1,0,97,76,12.885,29.215,125,125,10,0,184,125,9,4.29,0
ORBBS_613_11,ORBBS,ORBBS_613_112009,613,2009,1247059,213452,1,0,97,76,12.885,29.215,125,125,10,0,185,125,9,6.83,0
